0.027869392	-0.016585529	0.027465012	0.040828813	-0.0104443915	-0.047952868	0.0230955	0.047102284	0.019706119	-0.032693945	0.03958812	-0.0027314797	0.018942986	-0.017656673	0.009724043	-0.002628792
-0.034372605	0.07162581	-0.086456425	-0.09851075	-0.021026539	-0.06308202	0.08446547	0.103282526	-0.07870701	-0.013210592	-0.071817845	0.07526942	0.06951422	-0.024880638	0.093965255	0.082931586
-0.03968216	0.068804294	-0.02774609	-0.07798896	0.093934886	-0.074525565	0.025004106	0.081227385	-0.019841459	-0.09270576	-0.10595259	0.069236524	-0.05971031	-0.07898164	-0.053584516	0.031861797
0.086892396	0.010145199	-0.0417237	-0.0010019672	0.04900347	-0.029643819	0.06869598	0.08337297	0.00071928755	-0.006976293	-0.07376266	0.072286315	0.09412071	-0.055029158	0.09783137	0.03135603
-0.09311727	-0.0918087	0.050992873	0.022016328	0.042177424	-0.06968707	-0.015279032	-0.0057592737	0.028044995	0.07907391	0.026482303	-0.050613355	0.060810644	0.05283944	0.056539137	0.025553323
0.016175367	0.09853285	-0.106788546	0.10722507	0.10455324	-0.07245969	0.09110179	0.025788903	-0.0090566715	0.003462993	-0.04783667	0.065086864	0.084400564	-0.100603305	0.051742833	0.0931355
-0.027594233	0.017929874	-0.061502486	0.05374781	0.03442327	-0.095430985	0.09752787	0.051274452	-0.09646138	-0.033449207	-0.08783691	0.009357314	0.036941823	-0.035664298	0.073255815	0.030342963
0.06758747	-0.09420021	0.089909166	0.07402487	0.069212295	-0.07861578	-0.057888422	-0.08452763	0.056280557	-0.08903609	0.045784954	0.101463825	-0.017371267	0.09163956	0.04998991	-0.041351724
-0.040448528	0.104452536	-0.03571801	-0.020185446	0.035517726	-0.09065236	0.05968255	0.031589445	-0.07100487	-0.019061118	-0.09205423	0.025012594	-0.08532257	-0.061969	0.01695162	0.090634674
-0.009473558	0.0057659103	-0.061591975	-0.09052754	0.055780433	-0.031659883	0.0607301	0.08723557	-0.05671798	-0.038607456	-0.07806141	0.07382122	-0.06794803	0.017706934	-0.020024942	0.06967146
-0.073421896	0.09699119	0.09307888	-0.04964984	0.012627	-0.04463615	0.072703235	0.014338287	-0.017135276	-0.062520444	-0.039691124	0.03551592	-0.00431893	0.07885194	0.02165763	0.04709243
0.07702403	-0.09439838	0.059565336	-0.06068873	0.08453786	-0.067714736	0.08112702	-0.055058833	-0.0675933	-0.063389555	-0.02348159	0.103744574	0.0056478125	0.03716842	0.06844496	-0.068216234
-0.0119153885	0.024630228	-0.099421635	-0.08898032	0.07427695	-0.07317665	0.029524049	0.013699308	-0.10087906	-0.08558648	-0.042076793	0.04393799	-0.06304585	0.07495828	-0.018035416	0.101222776
-0.03909963	0.006631729	-0.091855474	-0.0030419412	0.049603976	-0.06954519	0.0417103	0.05119224	-0.0054871747	-0.029940853	-0.05502416	0.04849036	-0.021982681	-0.021950228	-0.08184682	0.08415377
-0.049884826	-0.07817622	0.045542605	0.04721469	0.05171771	-0.028462775	0.09389752	0.08364891	0.015643226	0.08439776	0.0866909	0.028747622	0.09161436	0.08271048	-0.071877316	0.05915235
-0.024427122	0.03883561	-0.022052795	0.051048864	0.038798504	-0.094819546	0.105529144	0.103691265	-0.029799623	-0.10111996	-0.09327435	0.028908864	0.10777683	-0.08992777	0.05522065	0.055315357
-0.05834668	0.052296963	0.0812756	-0.048568137	0.044722535	-0.049192395	0.06929794	0.10074642	-0.08310328	0.011407326	-0.09845624	0.057279836	-0.06490607	0.05928898	0.07606988	0.024668217
