vname,mean
.chain,1.5
.iteration,15005
kappa.1,0.847407504
kappa.2,0.731788047
kappa.3,0.2478552665
kappa.4,1.2735319095
kappa.5,0.6749089475
kappa.6,1.60211266
kappa.7,1.0660178245
kappa.8,1.0376577365
kappa.9,5.238872315
kappa.10,1.6010742165
kappa.11,0.631756568
kappa.12,0.37627984
kappa.13,0.1081978318
kappa.14,2.133745605
kappa.15,0.95359731
kappa.16,5.455636535
kappa.17,0.1
kappa.18,0.3687766395
kappa.19,1.2817795045
kappa.20,0.48722734
kappa.21,1.0628463645
kappa.22,2.464938115
kappa.23,1.917955748
kappa.24,0.4888756505
kappa.25,0.891264864
kappa.26,2.264459055
kappa.27,0.4278890135
kappa.28,0.624030953
kappa.29,0.9280067155
kappa.30,0.958425259
kappa.31,0.7180163855
kappa.32,0.333925381
kappa.33,4.009726235
kappa.34,3.035283822
kappa.35,1.737433845
kappa.36,6.83650385
kappa.37,5.17324042
kappa.38,3.006211715
kappa.39,1.92403308
kappa.40,0.7107059665
kappa.41,0.5943482205
kappa.42,1.46180347
kappa.43,2.005448574
kappa.44,3.6107129875
kappa.45,3.6063272105
kappa.46,6.39178372
kappa.47,0.545960865
kappa.48,2.27828883
kappa.49,1.27716159
kappa.50,2.082587715
kappa.51,1.306825495
kappa.52,0.450135545
kappa.53,10.3780373645
kappa.54,1.2193353795
kappa.55,3.1164401
kappa.56,2.566322665
kappa.57,17.4962857845
kappa.58,18.916305705
kappa.59,4.03777608
kappa.60,4.2479135725
kappa.61,2.647545375
kappa.62,23.54668052
kappa.63,39.662545905
kappa.64,6.60524386
kappa.65,4.56915872
kappa.66,2.306814797
kappa.67,2.770435929
kappa.68,8.286134825
kappa.69,10.465502811
kappa.70,0.8997500135
kappa.71,9.279291915
kappa.72,8.782828695
kappa.73,1.0968341685
kappa.74,0.960743985
kappa.75,7.659509135
kappa.76,2.486778015
kappa.77,2.128919975
kappa.78,4.303565175
kappa.79,19.96813823
kappa.80,15.564929632
kappa.81,3.425452643
kappa.82,4.545492965
kappa.83,6.14876509
kappa.84,4.473099545
kappa.85,30.1915927
kappa.86,8.146686705
kappa.87,9.439397865
kappa.88,2.297131895
kappa.89,18.359283944
kappa.90,3.2847467055
kappa.91,5.372007516
kappa.92,12.137986435
kappa.93,6.939721315
kappa.94,1.589876308
kappa.95,13.607981297
kappa.96,12.959163515
kappa.97,3.417233254
kappa.98,19.428467393
kappa.99,16.853881712
kappa.100,12.85016048
kappa.101,16.53727452
kappa.102,1.497715662
kappa.103,12.52870290675
kappa.104,14.63615738
kappa.105,14.798179752
kappa.106,11.606743575
kappa.107,7.70324395
kappa.108,22.92350136
kappa.109,41.63132977
kappa.110,17.022927925
kappa.111,29.860006045
kappa.112,9.770801236
kappa.113,20.1195742681
kappa.114,1.795731675
kappa.115,3.310913547
kappa.116,30.603904013
kappa.117,19.048119216
kappa.118,20.544821288
kappa.119,13.14149697
kappa.120,19.021537323
kappa.121,9.178608931
kappa.122,26.002585985
kappa.123,42.22278472
kappa.124,24.79431152
kappa.125,17.795750939
kappa.126,20.127586523
kappa.127,18.411419774
kappa.128,21.2919577835
kappa.129,13.80837741
kappa.130,21.339929179
kappa.131,21.754836335
kappa.132,8.4784456967
kappa.133,0.1
kappa.134,21.498696583
kappa.135,9.059644936
kappa.136,21.2188397235
kappa.137,18.790387707
kappa.138,21.0495978135
kappa.139,13.9569942795
kappa.140,20.457051632
kappa.141,20.2157152065
kappa.142,0.1
kappa.143,38.33221938
kappa.144,19.508138358
kappa.145,19.916148686
kappa.146,16.225746221
kappa.147,38.14393776
kappa.148,61.02580455
kappa.149,28.890336035
kappa.150,27.48071229
kappa.151,9.504839838
kappa.152,14.885913503
kappa.153,10.2757616965
kappa.154,8.84540927255
kappa.155,41.324368525
kappa.156,6.3172484061
kappa.157,0.1
kappa.158,0.1
kappa.159,16.1738662315
kappa.160,2.26325331095
kappa.161,20.3439782045
kappa.162,9.482982493
tau.1,5.508671285
tau.2,9.14442755
tau.3,3.6892657555
tau.4,9.07447264
tau.5,14.303090485
tau.6,10.3129392395
tau.7,5.5686021835
tau.8,8.121286985
tau.9,5.784475031
tau.10,12.5992776
tau.11,12.9206948335
tau.12,6.5041409785
tau.13,8.5506176125
tau.14,10.206154947
tau.15,3.2976075985
tau.16,6.2024422675
tau.17,8.195646531
tau.18,4.1579125615
tau.19,9.899057779
tau.20,9.2508170265
tau.21,7.0157975585
tau.22,8.384617799
tau.23,6.0018545335
tau.24,17.01852729
tau.25,12.445357545
tau.26,1.906905056
tau.27,6.410053755
tau.28,7.8545466775
tau.29,12.69412242
tau.30,18.514122155
tau.31,14.29323019
tau.32,8.675399815
tau.33,9.24416778
tau.34,8.799020975
tau.35,7.4525933685
tau.36,6.5919677
tau.37,17.08612779
tau.38,9.177434327
tau.39,12.347708795
tau.40,1.792634951
tau.41,6.047937005
tau.42,7.267052505
tau.43,6.441379817
tau.44,17.222914685
tau.45,8.09724441
tau.46,7.9163682825
tau.47,9.434365522
tau.48,11.9027225675
tau.49,7.734569075
tau.50,7.3918327175
tau.51,11.194992018
tau.52,8.997584335
tau.53,9.721907722
tau.54,10.7406833
tau.55,3.2141115045
tau.56,6.2632501115
tau.57,5.88624917
tau.58,5.09552767
tau.59,5.7499527685
tau.60,5.86667327155
tau.61,6.847492779
tau.62,5.890064756
tau.63,6.6536092735
tau.64,4.297776375
tau.65,10.3337673745
tau.66,3.3027382975
tau.67,7.455346588
tau.68,7.8483235325
tau.69,9.05646154
tau.70,7.01770531
tau.71,3.5357721185
tau.72,31.8394071
tau.73,9.6256416165
tau.74,3.756223813
tau.75,3.48465233
tau.76,12.4876761915
tau.77,13.39744997
tau.78,17.62984031
tau.79,7.969231339
tau.80,4.63802307815
tau.81,7.809114651
tau.82,8.9589296845
tau.83,6.273986347
tau.84,9.4323798615
tau.85,10.0277624775
tau.86,8.530649405
tau.87,3.9756726645
tau.88,18.58193557
tau.89,14.243594745
tau.90,11.076740275
tau.91,6.2828115645
tau.92,3.6070144345
tau.93,2.984498772
tau.94,4.0550558615
tau.95,5.0972119375
tau.96,6.31287435
tau.97,6.881959545
tau.98,4.9657511015
tau.99,4.4629647955
tau.100,13.74112486
tau.101,4.4060149325
tau.102,14.44074221
tau.103,9.588102348
tau.104,5.5704185555
tau.105,4.029201229
tau.106,10.18418635
tau.107,9.29750431
tau.108,10.940260684
tau.109,4.52122396
tau.110,3.722523498
tau.111,6.2332938015
tau.112,2.40509031
tau.113,3.4267778075
tau.114,7.014442205
tau.115,12.0954747745
tau.116,7.1601305865
tau.117,10.41153205
tau.118,7.278955286
tau.119,1.31617991025
tau.120,19.669259115
tau.121,13.181370004
tau.122,8.2226091275
tau.123,4.993830782
tau.124,10.112525715
tau.125,9.227829976
tau.126,11.1769247435
tau.127,2.574318663
tau.128,10.7982450535
tau.129,10.500309115
tau.130,8.2604277025
tau.131,6.324144435
tau.132,9.716712102
tau.133,5.8304593455000004
tau.134,4.14787946
tau.135,2.9520908534
tau.136,7.923300853
tau.137,3.808481371
tau.138,6.6789027805
tau.139,8.8274084
tau.140,1.2865520955
tau.141,6.9948691405
tau.142,11.139888775
tau.143,6.3009575045
tau.144,9.3517116005
tau.145,8.972012777
tau.146,5.3365636035
tau.147,13.68233711
tau.148,6.9551785015
tau.149,10.201876758
tau.150,4.41986936
tau.151,3.525231643
tau.152,8.108444138
tau.153,4.564015843
tau.154,7.705656415
tau.155,7.3934141075
tau.156,5.1671023775
tau.157,5.782640798
tau.158,9.7761496575
tau.159,7.375895885
tau.160,11.78444503
tau.161,11.9935741795
tau.162,6.2156430345
tau.163,12.33927622
tau.164,16.99810981
tau.165,7.8290921295
tau.166,4.7080459705
tau.167,16.1242676895
tau.168,9.6310708285
tau.169,7.511854448
tau.170,5.8879092675
tau.171,6.140427929
tau.172,2.061675973
tau.173,3.4092003095
tau.174,6.35059865
tau.175,8.945162863
tau.176,12.319032995
tau.177,4.731875147
tau.178,10.8800446995
tau.179,4.903047999
tau.180,17.99958029
tau.181,8.4864865915
tau.182,12.356895125
tau.183,3.7976409595
tau.184,11.4111168675
tau.185,9.25491892
tau.186,13.42874024
tau.187,8.665615462
tau.188,2.4212211925
tau.189,4.0922547405
tau.190,6.4042365905
tau.191,6.1001076115
tau.192,6.874987499
tau.193,9.7217234995
tau.194,1.7561020835
tau.195,19.212562095
tau.196,4.3989603495
tau.197,7.718711225
tau.198,4.5679938475
tau.199,9.248574195
tau.200,5.9497464705
tau.201,15.048155925
tau.202,10.198913968
tau.203,6.000706575
tau.204,9.283679955
tau.205,9.9926739985
tau.206,11.926225625
tau.207,11.33302752
tau.208,9.744670125
tau.209,12.28272601
tau.210,8.8920443145
tau.211,6.8702873485
tau.212,7.63967906
tau.213,25.43490469
tau.214,9.17712996
tau.215,3.4612633905
tau.216,9.528629501
tau.217,11.180713975
tau.218,7.994605455
tau.219,19.310424265
tau.220,7.1546051915
tau.221,9.021707795
tau.222,8.1844540925
tau.223,3.461408679
tau.224,7.691478922
tau.225,13.409530802999999
tau.226,6.498405408
tau.227,6.87813237
tau.228,8.170169403
tau.229,5.6113953955
tau.230,11.3585627125
tau.231,20.077342405
tau.232,12.347742823
tau.233,10.305227874
tau.234,15.46691185
tau.235,5.974464745
tau.236,8.238555952
tau.237,8.645840271500001
tau.238,5.3701674935
tau.239,8.478185545
tau.240,8.4039707652
tau.241,12.76190001
tau.242,3.391296442
tau.243,4.8948732855
tau.244,6.9049900485
tau.245,1.8733959985
tau.246,9.070585551
tau.247,8.3695846225
tau.248,4.074925617
tau.249,12.782886585
tau.250,9.13458802
tau.251,6.603888201
tau.252,7.9242278395
tau.253,14.57167179
tau.254,16.886600405
tau.255,4.9815289085
tau.256,6.3809203715
tau.257,5.613747011
tau.258,7.858079268
tau.259,13.482210685
tau.260,5.9819233615
tau.261,10.412465065
tau.262,8.8997016115
tau.263,11.210317135
tau.264,6.483782538
tau.265,6.540746801
tau.266,20.86495505
tau.267,9.4702076145
tau.268,6.6622299785
tau.269,14.71974124
tau.270,8.825704681
tau.271,10.5721441745
tau.272,4.2666399715
tau.273,8.6867722845
tau.274,3.03399035615
tau.275,13.27477569
tau.276,4.607509407
tau.277,15.079926225
tau.278,9.427182089
tau.279,10.5818581205
tau.280,7.3956972295
tau.281,15.56803914
tau.282,4.898969052
tau.283,7.93478044
tau.284,7.797107225
tau.285,8.850542585
tau.286,9.53740977
tau.287,17.585406295
tau.288,13.6425551995
tau.289,8.863005185
tau.290,6.8870782655
tau.291,4.378450794
tau.292,7.367543243
tau.293,9.041142159
tau.294,7.2853424055
tau.295,3.860601197
tau.296,8.435867938
tau.297,11.955372801
tau.298,11.526027235
tau.299,10.325129865
tau.300,11.185088725
tau.301,3.2698231095
tau.302,8.8721966900000009
tau.303,3.7998572335
tau.304,5.3789537945
tau.305,7.3832210155
tau.306,11.951913515
tau.307,3.2219797769
tau.308,8.365974163
tau.309,8.97671764
tau.310,7.8407514375
tau.311,11.388420595
tau.312,7.7137893855
tau.313,13.22797731
tau.314,7.7879869785
tau.315,12.092003195
tau.316,4.956382
tau.317,9.59499415
tau.318,13.177072955
tau.319,2.7744597655
tau.320,5.909970418
tau.321,4.815213893
tau.322,12.36450805
tau.323,19.96994388
tau.324,6.6082012785
tau.325,4.698527765
tau.326,7.986186704
tau.327,6.169938817
tau.328,12.5967013
tau.329,11.936448045
tau.330,15.5858292355
tau.331,7.9153545215
tau.332,6.301463848
tau.333,13.79015536
tau.334,7.307902742
tau.335,7.823375225
tau.336,4.7153408105
tau.337,11.0804739265
tau.338,3.66005096
tau.339,4.417104145
tau.340,9.53842738
tau.341,11.56941563
tau.342,10.084569665
tau.343,7.0257561545
tau.344,8.00433318
tau.345,25.26014623
tau.346,9.206195385
tau.347,18.57159497
tau.348,10.903807535
tau.349,7.4082332385
tau.350,9.633434525
tau.351,10.768133919
tau.352,4.719568787
tau.353,3.5719578135
tau.354,9.58629709
tau.355,14.079455205
tau.356,12.90765972
tau.357,13.7637984
tau.358,10.124990335
tau.359,7.6002533775
tau.360,8.067077565
tau.361,3.345588552
tau.362,8.7099096925
tau.363,17.015963775
tau.364,10.848418205
tau.365,4.167806205
tau.366,14.945749945
tau.367,6.1419764655
tau.368,12.24876512
tau.369,1.0994755632
tau.370,12.22833281
tau.371,5.4256392555
tau.372,8.3995749975
tau.373,5.35524401
tau.374,4.1602290535
tau.375,13.904100125
tau.376,10.7636484365
tau.377,11.610252045
tau.378,0.670765145
tau.379,12.08372358
tau.380,9.06010561
tau.381,8.626566364
tau.382,6.698648911
tau.383,13.63769532
tau.384,3.6654362835
tau.385,10.283465835
tau.386,11.350397022
tau.387,10.668008369
tau.388,5.62446723
