('MAIL_DRAG-item102', 'FOLDER_VIEWED-CannotComeFolder', 'MAIL_MOVED-item102.CannotComeFolder')	3438.3454798096745
('MAIL_DRAG-item104', 'FOLDER_VIEWED-CanComeFolder', 'MAIL_MOVED-item104.CanComeFolder')	3417.7945794512716
('FOLDER_VIEWED-CannotComeFolder', 'MAIL_MOVED-item102.CannotComeFolder', 'MAIL_VIEWED-item103')	3371.3262658125427
('MAIL_VIEWED-item103', 'FOLDER_VIEWED-CannotComeFolder', 'MAIL_MOVED-item102.CannotComeFolder')	3176.781973946159
('FOLDER_VIEWED-CannotComeFolder', 'MAIL_MOVED-item102.CannotComeFolder', 'MAIL_VIEWED-item104')	2951.801181425381
('MAIL_DRAG-item101', 'FOLDER_VIEWED-CanComeFolder', 'MAIL_MOVED-item101.CanComeFolder')	2939.0200505030925
('FOLDER_VIEWED-CannotComeFolder', 'MAIL_MOVED-item102.CannotComeFolder', 'NEXT_INQUIRY-REQUEST')	2934.1763609262744
('FOLDER_VIEWED-CannotComeFolder', 'MAIL_MOVED-item102.CannotComeFolder', 'FOLDER_VIEWED-CanComeFolder')	2933.9242492942194
('FOLDER_VIEWED-CannotComeFolder', 'MAIL_MOVED-item102.CannotComeFolder', 'MAIL_VIEWED-item105')	2930.357587784947
('MAIL_VIEWED-item105', 'FOLDER_VIEWED-CannotComeFolder', 'MAIL_MOVED-item102.CannotComeFolder')	2910.295338553976
